req_id,client_id,job_title,job_category,employment_type,location,priority,openings,bill_rate,pay_rate,open_date,target_close_date,status,recruiter_owner
220,34,Telecom Engineer,Telecom,Contract,"Portland, OR",Medium,1,68.38,52.66,2023-08-04,2023-11-02,Open,22
221,18,Actuary,Insurance,Permanent,"Dallas, TX",High,4,0.0,107263.24,2022-07-03,2022-09-11,Closed,5
222,46,Credit Analyst,Finance,Contract-to-Hire,"Detroit, MI",Medium,9,124.31,88.25,2022-09-04,2022-12-15,Open,13
223,48,Credit Analyst,Finance,Contract,"Houston, TX",High,2,113.24,84.81,2023-05-28,2023-08-10,Filled,8
224,5,Mechanical Engineer,Manufacturing,Contract,"Phoenix, AZ",High,5,98.41,72.96,2023-02-11,2023-04-23,Filled,16
225,23,Network Engineer,IT,Permanent,"Philadelphia, PA",Low,7,0.0,135585.71,2022-07-10,2022-11-04,Open,25
226,19,Radiologist Technician,Healthcare,Contract,"Los Angeles, CA",High,7,107.05,73.67,2023-01-25,2023-05-16,Open,12
227,6,DevOps Engineer,IT,Contract,"Baltimore, MD",High,2,125.44,90.88,2022-10-04,2022-11-16,Open,14
228,36,LPN,Healthcare,Permanent,"San Jose, CA",Medium,9,0.0,103433.06,2022-01-27,2022-03-09,Open,20
229,21,Radiologist Technician,Healthcare,Contract-to-Hire,"Baltimore, MD",High,10,50.99,36.78,2022-03-28,2022-07-07,Closed,6
230,25,Risk Analyst,Finance,Contract,"Orlando, FL",High,7,61.11,43.4,2022-05-30,2022-07-07,Open,14
231,31,React Developer,IT,Contract,"Newark, NJ",Low,10,78.89,61.09,2023-10-03,2024-01-04,Open,15
232,9,DevOps Engineer,IT,Contract,"Phoenix, AZ",Medium,6,50.54,36.37,2023-01-25,2023-04-07,Filled,21
233,9,Radiologist Technician,Healthcare,Contract,"New York, NY",High,7,75.65,58.61,2023-05-06,2023-07-15,Open,10
234,45,Accounting Manager,Finance,Contract-to-Hire,"Charlotte, NC",Medium,6,127.42,96.61,2023-01-21,2023-03-27,Open,19
235,38,Cybersecurity Analyst,IT,Permanent,"Baltimore, MD",Medium,4,0.0,78494.54,2023-07-18,2023-08-20,Filled,10
236,45,Mechanical Engineer,Manufacturing,Contract,"Philadelphia, PA",High,5,115.52,87.75,2023-11-21,2024-02-22,Open,9
237,10,Risk Analyst,Finance,Contract-to-Hire,"Phoenix, AZ",Medium,9,113.13,77.77,2023-05-06,2023-08-18,Closed,23
238,35,RN - ER,Healthcare,Contract,"Columbus, OH",High,2,113.26,81.09,2023-09-01,2023-12-21,Open,22
239,23,Risk Analyst,Finance,Contract,"Nashville, TN",Medium,6,101.76,69.65,2023-11-25,2024-03-16,Filled,4
240,7,Java Developer,IT,Contract,"Columbus, OH",Low,4,67.76,51.14,2023-08-18,2023-12-14,Filled,12
241,30,RN - ICU,Healthcare,Permanent,"Los Angeles, CA",Medium,2,0.0,116782.8,2022-12-20,2023-01-22,Open,14
242,6,Actuary,Insurance,Contract,"McLean, VA",Medium,4,116.51,87.73,2022-11-16,2023-01-28,Closed,16
243,31,Business Analyst,IT,Contract,"Charlotte, NC",High,2,85.05,63.76,2022-03-10,2022-05-17,Open,11
244,7,Financial Analyst,Finance,Contract,"Miami, FL",High,6,124.39,93.8,2022-06-28,2022-10-06,Closed,14
245,15,LPN,Healthcare,Contract-to-Hire,"Minneapolis, MN",High,10,100.38,70.13,2023-03-19,2023-06-07,Open,15
246,28,Clinical Data Manager,Pharma,Contract-to-Hire,"Seattle, WA",High,10,50.36,35.33,2024-02-10,2024-06-09,Open,18
247,24,Salesforce Developer,IT,Contract,"Minneapolis, MN",Medium,10,65.77,45.47,2023-05-17,2023-08-22,Filled,20
248,38,RN - ICU,Healthcare,Contract,"Phoenix, AZ",Medium,10,77.83,59.51,2022-06-26,2022-10-20,Closed,3
249,9,Risk Analyst,Finance,Contract,"San Francisco, CA",High,9,59.43,42.23,2023-01-18,2023-05-16,Filled,14
250,9,Radiologist Technician,Healthcare,Permanent,"San Francisco, CA",Low,3,0.0,93778.25,2023-05-14,2023-09-02,Closed,6
251,19,Physical Therapist,Healthcare,Contract,"Phoenix, AZ",High,8,64.97,49.65,2022-02-24,2022-05-10,Open,7
252,25,Mechanical Engineer,Manufacturing,Permanent,"Orlando, FL",Medium,7,0.0,102907.85,2023-02-23,2023-06-20,Filled,16
253,6,Salesforce Developer,IT,Permanent,"Baltimore, MD",High,5,0.0,67314.55,2022-08-14,2022-10-20,Open,18
254,11,React Developer,IT,Contract-to-Hire,"Orlando, FL",High,10,95.25,72.13,2023-07-17,2023-10-20,Open,9
255,35,Credit Analyst,Finance,Contract,"Baltimore, MD",Low,4,93.36,70.55,2024-01-07,2024-04-02,Filled,4
256,42,Accounting Manager,Finance,Contract,"Denver, CO",High,8,73.82,57.57,2022-09-27,2022-12-10,Open,25
257,16,Project Engineer,Energy,Contract,"McLean, VA",Medium,3,114.86,84.86,2023-12-29,2024-04-15,Closed,5
258,14,Project Engineer,Energy,Contract,"Columbus, OH",Low,3,114.44,84.34,2022-10-15,2023-01-29,Open,23
259,19,React Developer,IT,Permanent,"Miami, FL",High,7,0.0,85050.73,2023-11-27,2024-01-08,Open,9
260,42,Supply Chain Analyst,Logistics,Contract,"Los Angeles, CA",High,7,106.11,73.56,2023-12-30,2024-03-10,Filled,5
261,41,Clinical Data Manager,Pharma,Contract,"Houston, TX",Medium,9,100.23,71.92,2023-10-11,2023-11-21,Open,23
262,24,Actuary,Insurance,Contract-to-Hire,"Austin, TX",Medium,6,126.02,89.82,2024-03-03,2024-04-13,Open,18
263,14,RN - ICU,Healthcare,Contract-to-Hire,"Charlotte, NC",Medium,9,115.99,84.61,2024-04-28,2024-07-03,Closed,5
264,32,Clinical Data Manager,Pharma,Contract,"Dallas, TX",Medium,1,121.53,91.9,2022-04-12,2022-07-31,Open,6
265,30,LPN,Healthcare,Contract,"Portland, OR",Medium,3,129.35,93.49,2022-05-16,2022-09-06,Open,3
266,24,Financial Analyst,Finance,Contract,"Nashville, TN",Medium,5,56.59,42.24,2022-06-19,2022-07-25,Open,14
267,6,Financial Analyst,Finance,Contract,"Los Angeles, CA",Low,8,50.09,36.45,2023-08-31,2023-10-28,Open,1
268,22,Compliance Officer,Finance,Contract,"Los Angeles, CA",High,7,129.05,93.2,2023-05-05,2023-06-13,Open,24
269,7,Project Engineer,Energy,Contract,"Los Angeles, CA",High,2,75.07,57.66,2023-01-27,2023-03-15,Closed,19
270,40,Java Developer,IT,Contract,"Nashville, TN",Medium,10,85.21,64.1,2024-02-06,2024-03-26,Filled,7
271,7,.NET Developer,IT,Contract,"Boston, MA",Medium,3,110.2,81.43,2022-12-26,2023-03-20,Open,9
272,6,Financial Analyst,Finance,Contract,"Phoenix, AZ",High,5,94.27,69.76,2022-10-19,2023-02-14,Open,17
273,33,Radiologist Technician,Healthcare,Contract,"Dallas, TX",Medium,7,109.83,77.93,2024-03-13,2024-05-12,Open,8
274,41,Physical Therapist,Healthcare,Permanent,"Austin, TX",High,7,0.0,70325.9,2023-01-05,2023-03-16,Closed,14
275,35,Business Analyst,IT,Contract,"Baltimore, MD",Low,2,111.02,86.09,2022-03-16,2022-04-17,Open,9
276,3,Cybersecurity Analyst,IT,Contract,"Atlanta, GA",Medium,7,125.89,90.62,2023-10-06,2024-01-08,Filled,3
277,35,Financial Analyst,Finance,Permanent,"Seattle, WA",High,9,0.0,111203.53,2022-03-27,2022-06-04,Open,5
278,21,Pharmacy Tech,Healthcare,Contract-to-Hire,"Nashville, TN",High,5,96.91,73.3,2023-11-29,2024-03-20,Filled,24
279,16,Supply Chain Analyst,Logistics,Contract,"San Jose, CA",Low,1,69.56,53.73,2023-04-10,2023-07-27,Open,22
280,43,Accounting Manager,Finance,Contract,"Portland, OR",Medium,6,59.56,44.72,2022-01-12,2022-03-03,Closed,17
281,47,Project Engineer,Energy,Contract,"Baltimore, MD",High,6,63.36,43.89,2022-10-03,2022-11-17,Filled,9
282,5,Medical Coder,Healthcare,Contract,"Houston, TX",Low,6,106.99,78.92,2023-05-24,2023-08-20,Open,16
283,37,Supply Chain Analyst,Logistics,Contract,"San Jose, CA",High,4,79.42,56.03,2023-08-11,2023-12-05,Closed,1
284,1,Python Developer,IT,Contract,"Los Angeles, CA",Low,7,53.68,38.46,2022-07-03,2022-08-06,Open,11
285,27,Network Engineer,IT,Contract,"McLean, VA",High,3,71.7,49.31,2022-05-03,2022-08-05,Open,17
286,26,Python Developer,IT,Contract,"Baltimore, MD",High,9,120.16,92.12,2022-11-15,2023-01-25,Filled,1
287,13,Business Analyst,IT,Contract,"Phoenix, AZ",Medium,10,95.1,67.56,2022-09-06,2022-12-04,Filled,25
288,13,Credit Analyst,Finance,Permanent,"Chicago, IL",Medium,1,0.0,122036.17,2022-06-04,2022-07-04,Open,18
289,41,Business Analyst,IT,Contract,"Minneapolis, MN",High,4,126.08,85.75,2023-01-21,2023-03-31,Closed,8
290,32,RN - ER,Healthcare,Contract,"Seattle, WA",High,9,127.8,88.72,2022-04-06,2022-05-11,Filled,23
291,24,Telecom Engineer,Telecom,Contract-to-Hire,"San Jose, CA",Medium,2,127.96,88.1,2023-06-02,2023-07-19,Closed,19
292,28,Python Developer,IT,Contract,"Charlotte, NC",Medium,6,68.94,48.68,2024-03-31,2024-06-19,Filled,9
293,5,Network Engineer,IT,Contract,"San Jose, CA",High,8,60.89,46.09,2022-06-09,2022-07-22,Filled,11
294,8,RN - ER,Healthcare,Permanent,"Baltimore, MD",Medium,8,0.0,91871.56,2022-08-01,2022-10-27,Open,4
295,11,.NET Developer,IT,Contract,"Dallas, TX",High,2,116.11,87.05,2022-08-09,2022-10-19,Open,12
296,33,RN - ICU,Healthcare,Contract,"San Francisco, CA",Medium,9,104.17,73.55,2022-02-01,2022-04-23,Closed,8
297,30,DevOps Engineer,IT,Contract,"Austin, TX",High,4,114.31,79.33,2022-03-05,2022-05-02,Filled,12
298,41,Risk Analyst,Finance,Contract,"Houston, TX",High,8,96.59,68.18,2022-01-23,2022-03-02,Open,3
299,22,Telecom Engineer,Telecom,Contract,"San Francisco, CA",Medium,8,53.42,38.79,2023-08-11,2023-11-04,Open,13
300,28,Risk Analyst,Finance,Contract,"Seattle, WA",High,1,78.32,60.37,2022-10-14,2023-01-09,Closed,20
301,16,Radiologist Technician,Healthcare,Contract,"Orlando, FL",Medium,7,89.91,69.08,2022-03-04,2022-04-14,Open,14
302,42,Cybersecurity Analyst,IT,Permanent,"Columbus, OH",Medium,6,0.0,83686.08,2024-03-24,2024-04-25,Filled,18
303,32,Project Engineer,Energy,Contract,"Boston, MA",High,6,123.01,89.83,2022-10-04,2022-11-26,Closed,8
304,50,Java Developer,IT,Contract,"Miami, FL",High,3,54.69,42.61,2023-01-02,2023-04-16,Open,8
305,16,Risk Analyst,Finance,Contract,"Newark, NJ",Low,7,92.7,70.37,2022-02-27,2022-04-26,Open,6
306,16,Salesforce Developer,IT,Permanent,"Newark, NJ",Low,1,0.0,88850.33,2023-12-16,2024-02-29,Open,19
307,10,Clinical Data Manager,Pharma,Permanent,"Orlando, FL",High,8,0.0,136127.64,2023-07-10,2023-09-17,Open,3
308,15,Python Developer,IT,Permanent,"Miami, FL",Medium,10,0.0,81410.67,2023-05-05,2023-06-04,Open,5
309,46,SQL Developer,IT,Contract,"Charlotte, NC",High,10,123.5,94.41,2022-03-02,2022-04-03,Open,25
310,34,DevOps Engineer,IT,Contract,"Minneapolis, MN",High,6,126.84,90.99,2023-02-10,2023-05-26,Open,11
311,11,Data Engineer,IT,Contract-to-Hire,"Nashville, TN",Low,10,113.35,87.97,2022-11-21,2023-01-12,Open,8
312,38,Risk Analyst,Finance,Contract,"Atlanta, GA",High,10,80.27,60.48,2022-05-11,2022-07-02,Filled,25
313,3,Clinical Data Manager,Pharma,Contract,"Phoenix, AZ",Low,2,98.19,75.81,2022-08-15,2022-12-04,Filled,5
314,48,SQL Developer,IT,Contract,"San Francisco, CA",Medium,8,69.04,53.73,2023-10-14,2023-11-24,Open,9
315,16,Cybersecurity Analyst,IT,Contract,"Newark, NJ",Medium,8,78.04,59.21,2022-01-02,2022-02-07,Filled,6
316,27,Telecom Engineer,Telecom,Contract-to-Hire,"Boston, MA",Low,4,120.54,86.2,2022-04-14,2022-07-14,Open,15
317,3,.NET Developer,IT,Contract,"San Jose, CA",High,7,51.61,36.44,2022-03-17,2022-05-29,Open,24
318,36,.NET Developer,IT,Contract,"Orlando, FL",Medium,3,77.04,59.98,2023-12-23,2024-01-25,Closed,14
319,4,Salesforce Developer,IT,Contract,"Philadelphia, PA",Low,5,76.49,59.47,2023-12-15,2024-03-24,Open,10
320,7,Network Engineer,IT,Contract,"Orlando, FL",Medium,1,81.43,59.85,2022-06-07,2022-07-13,Filled,3
321,43,React Developer,IT,Permanent,"San Jose, CA",High,5,0.0,101024.63,2022-01-27,2022-03-24,Open,16
322,8,Supply Chain Analyst,Logistics,Contract,"Minneapolis, MN",Low,7,112.79,82.01,2022-09-29,2022-11-09,Open,12
323,25,Telecom Engineer,Telecom,Contract,"Denver, CO",High,5,64.93,44.44,2023-04-22,2023-06-24,Closed,2
324,49,Data Engineer,IT,Contract,"Columbus, OH",High,9,56.86,40.62,2023-02-28,2023-06-13,Open,13
325,34,Mechanical Engineer,Manufacturing,Contract-to-Hire,"Orlando, FL",Medium,5,127.25,95.27,2023-08-10,2023-10-09,Open,13
326,46,Telecom Engineer,Telecom,Contract,"Detroit, MI",High,2,90.17,69.44,2023-11-25,2024-03-13,Filled,6
327,14,Salesforce Developer,IT,Contract,"Minneapolis, MN",High,10,60.09,43.41,2023-03-22,2023-05-16,Open,11
328,47,Actuary,Insurance,Contract,"Columbus, OH",Low,8,56.96,41.9,2022-11-30,2023-02-03,Open,23
329,38,Radiologist Technician,Healthcare,Permanent,"San Jose, CA",High,10,0.0,123626.42,2023-03-01,2023-04-19,Closed,19
330,7,Credit Analyst,Finance,Contract,"Atlanta, GA",Medium,5,95.01,65.57,2023-07-03,2023-09-15,Filled,21
331,37,Physical Therapist,Healthcare,Permanent,"San Francisco, CA",High,10,0.0,100478.5,2022-10-10,2022-12-30,Closed,22
332,26,Compliance Officer,Finance,Contract,"Portland, OR",Medium,5,81.66,62.71,2022-09-01,2022-10-07,Open,1
333,20,SQL Developer,IT,Contract,"Portland, OR",High,3,72.43,52.81,2023-12-03,2024-01-14,Open,24
334,50,LPN,Healthcare,Contract,"Nashville, TN",Medium,4,71.55,51.64,2022-04-02,2022-05-26,Filled,24
335,49,Physical Therapist,Healthcare,Permanent,"Dallas, TX",High,5,0.0,130039.17,2023-06-12,2023-08-01,Closed,13
336,50,Data Engineer,IT,Permanent,"Austin, TX",High,1,0.0,130949.94,2022-06-27,2022-08-20,Open,2
337,4,LPN,Healthcare,Contract,"Denver, CO",High,1,106.37,75.25,2023-06-02,2023-08-21,Open,12
338,39,Physical Therapist,Healthcare,Contract-to-Hire,"Detroit, MI",Medium,3,64.21,49.25,2023-07-19,2023-10-01,Open,24
339,45,Mechanical Engineer,Manufacturing,Contract,"San Francisco, CA",High,4,72.81,52.33,2023-08-09,2023-10-05,Open,9
340,27,Financial Analyst,Finance,Permanent,"Baltimore, MD",High,8,0.0,66503.93,2024-02-25,2024-06-21,Open,21
341,39,Salesforce Developer,IT,Contract,"Atlanta, GA",Medium,7,67.9,50.3,2023-12-31,2024-04-29,Filled,12
342,17,LPN,Healthcare,Contract,"Phoenix, AZ",High,1,87.34,65.31,2023-02-11,2023-05-26,Closed,22
343,24,Mechanical Engineer,Manufacturing,Permanent,"Phoenix, AZ",High,8,0.0,113550.66,2022-10-17,2022-12-24,Open,11
344,41,Cloud Architect,IT,Contract,"Portland, OR",High,3,118.92,83.97,2023-10-30,2024-01-06,Closed,25
345,4,Network Engineer,IT,Permanent,"Charlotte, NC",High,8,0.0,95307.38,2023-11-29,2024-01-15,Open,9
346,27,Actuary,Insurance,Contract-to-Hire,"Portland, OR",Medium,4,81.06,55.41,2023-08-09,2023-10-02,Closed,21
347,31,Project Engineer,Energy,Contract,"Minneapolis, MN",Medium,2,90.59,69.26,2023-07-26,2023-09-17,Filled,5
348,17,Accounting Manager,Finance,Permanent,"San Francisco, CA",High,4,0.0,122218.87,2023-11-28,2024-02-08,Open,8
349,20,Accounting Manager,Finance,Contract-to-Hire,"Seattle, WA",Medium,2,113.05,80.62,2023-08-23,2023-10-29,Filled,2
350,41,Supply Chain Analyst,Logistics,Permanent,"Phoenix, AZ",High,9,0.0,108523.48,2022-03-14,2022-06-12,Open,22
351,34,RN - ICU,Healthcare,Contract,"Los Angeles, CA",Medium,7,83.05,63.71,2022-05-21,2022-07-15,Closed,15
352,21,Data Engineer,IT,Contract,"Nashville, TN",High,1,112.32,81.85,2022-07-01,2022-09-09,Filled,9
353,49,Cybersecurity Analyst,IT,Contract,"Baltimore, MD",High,10,96.1,66.87,2024-03-09,2024-04-19,Filled,21
354,26,RN - ER,Healthcare,Contract-to-Hire,"Dallas, TX",Medium,1,127.23,91.39,2023-07-01,2023-08-25,Open,25
355,34,Mechanical Engineer,Manufacturing,Contract,"Newark, NJ",Medium,5,51.43,34.99,2022-09-12,2022-11-09,Open,4
356,33,RN - ICU,Healthcare,Permanent,"Houston, TX",Medium,5,0.0,87958.63,2024-04-23,2024-05-28,Filled,24
357,39,Medical Coder,Healthcare,Permanent,"Minneapolis, MN",Medium,6,0.0,90337.64,2022-05-18,2022-07-30,Open,6
358,26,Actuary,Insurance,Contract,"Los Angeles, CA",Low,9,68.27,51.39,2022-08-05,2022-09-06,Open,4
359,46,Business Analyst,IT,Contract,"Baltimore, MD",High,10,80.02,59.54,2023-07-02,2023-10-19,Open,22
360,42,DevOps Engineer,IT,Contract,"Denver, CO",Low,5,53.86,37.25,2023-01-25,2023-03-11,Filled,23
361,14,Data Engineer,IT,Contract,"Minneapolis, MN",Low,10,74.09,55.28,2023-06-17,2023-08-20,Open,14
362,7,Mechanical Engineer,Manufacturing,Permanent,"San Jose, CA",High,8,0.0,118907.47,2022-10-17,2022-11-30,Open,20
363,50,Cybersecurity Analyst,IT,Contract,"McLean, VA",Medium,3,116.52,90.57,2023-12-22,2024-03-13,Open,18
364,14,Physical Therapist,Healthcare,Contract-to-Hire,"Minneapolis, MN",Low,8,76.45,52.01,2022-04-02,2022-05-16,Open,3
365,33,Credit Analyst,Finance,Contract,"Seattle, WA",Medium,5,107.89,74.46,2023-10-22,2023-12-20,Open,15
366,7,Python Developer,IT,Contract,"McLean, VA",Medium,7,119.93,91.77,2024-03-31,2024-07-25,Open,4
367,49,Supply Chain Analyst,Logistics,Contract,"Nashville, TN",Medium,8,50.77,35.23,2022-06-24,2022-09-04,Closed,9
368,47,Telecom Engineer,Telecom,Contract,"San Jose, CA",Medium,5,79.81,57.01,2023-02-15,2023-05-07,Filled,23
369,31,Supply Chain Analyst,Logistics,Contract-to-Hire,"San Jose, CA",High,3,101.91,77.42,2022-05-16,2022-09-12,Open,14
370,38,Actuary,Insurance,Contract-to-Hire,"San Francisco, CA",Medium,10,114.18,85.39,2023-09-18,2023-12-05,Open,22
371,47,Telecom Engineer,Telecom,Contract,"Philadelphia, PA",High,5,88.65,64.61,2023-03-28,2023-05-02,Open,1
372,44,Compliance Officer,Finance,Permanent,"Detroit, MI",High,6,0.0,122564.65,2024-01-12,2024-04-23,Closed,17
373,45,Compliance Officer,Finance,Permanent,"Minneapolis, MN",Medium,6,0.0,72143.16,2024-01-15,2024-03-16,Filled,5
374,36,Mechanical Engineer,Manufacturing,Permanent,"Nashville, TN",Medium,8,0.0,69092.46,2022-06-10,2022-09-12,Open,3
375,32,Credit Analyst,Finance,Contract,"Dallas, TX",Low,7,69.27,53.82,2023-06-04,2023-08-01,Filled,8
376,30,.NET Developer,IT,Contract-to-Hire,"Orlando, FL",High,8,114.1,82.7,2023-04-03,2023-06-12,Open,4
377,27,RN - ICU,Healthcare,Contract,"Houston, TX",Low,5,94.57,64.31,2024-03-21,2024-07-06,Closed,18
378,42,Cybersecurity Analyst,IT,Contract-to-Hire,"Dallas, TX",Medium,6,126.03,90.28,2024-04-16,2024-06-13,Closed,25
379,39,Radiologist Technician,Healthcare,Contract-to-Hire,"Denver, CO",High,1,107.33,76.88,2022-04-27,2022-06-08,Open,12
380,41,Mechanical Engineer,Manufacturing,Contract,"San Jose, CA",Medium,3,93.82,67.31,2022-02-16,2022-04-08,Filled,4
381,40,Cloud Architect,IT,Contract,"Boston, MA",High,6,65.0,50.25,2022-08-09,2022-11-05,Open,25
382,3,RN - ER,Healthcare,Permanent,"Denver, CO",Low,9,0.0,74241.44,2023-04-14,2023-08-06,Open,16
383,34,Java Developer,IT,Contract,"Detroit, MI",High,10,94.26,68.18,2023-05-10,2023-08-13,Open,24
384,9,Mechanical Engineer,Manufacturing,Contract,"Charlotte, NC",Medium,10,80.99,59.94,2023-06-01,2023-08-19,Open,9
385,22,RN - ICU,Healthcare,Contract,"Philadelphia, PA",Low,5,86.23,59.79,2023-09-09,2024-01-06,Closed,11
386,48,Compliance Officer,Finance,Permanent,"New York, NY",Medium,6,0.0,112443.75,2022-08-03,2022-11-20,Open,23
387,12,Financial Analyst,Finance,Permanent,"Nashville, TN",High,6,0.0,105686.86,2022-11-27,2023-03-27,Closed,16
388,37,Clinical Data Manager,Pharma,Contract-to-Hire,"Columbus, OH",High,9,103.94,79.97,2022-10-20,2023-01-12,Open,1
389,10,RN - ICU,Healthcare,Contract,"Baltimore, MD",Medium,5,103.62,72.53,2024-03-15,2024-05-04,Open,2
390,19,Compliance Officer,Finance,Contract,"Denver, CO",Low,4,110.29,75.35,2022-04-15,2022-08-01,Closed,13
391,33,Network Engineer,IT,Contract,"Boston, MA",Medium,9,105.43,72.19,2023-02-01,2023-04-25,Open,1
392,17,Accounting Manager,Finance,Contract,"Denver, CO",Medium,10,99.64,75.54,2024-04-29,2024-06-26,Closed,24
393,13,Radiologist Technician,Healthcare,Contract,"Minneapolis, MN",High,9,73.53,51.31,2022-03-18,2022-05-10,Open,13
394,28,Python Developer,IT,Contract,"Detroit, MI",Medium,8,94.53,65.51,2022-09-19,2022-10-19,Open,2
395,21,Data Engineer,IT,Permanent,"Nashville, TN",Medium,8,0.0,68814.16,2023-09-23,2024-01-15,Closed,18
396,5,Business Analyst,IT,Contract,"Miami, FL",High,7,92.03,71.39,2022-03-11,2022-06-13,Closed,18
397,6,RN - ICU,Healthcare,Contract,"Charlotte, NC",Medium,4,67.7,47.48,2022-12-06,2023-02-20,Closed,17
398,36,Physical Therapist,Healthcare,Contract,"Chicago, IL",Low,4,59.18,42.29,2023-10-20,2024-02-05,Open,22
399,21,Telecom Engineer,Telecom,Contract-to-Hire,"Boston, MA",Medium,1,123.27,95.47,2022-09-20,2022-12-28,Closed,25
400,33,Business Analyst,IT,Permanent,"Dallas, TX",High,6,0.0,98416.77,2022-10-31,2023-02-21,Closed,3
401,11,DevOps Engineer,IT,Permanent,"Nashville, TN",High,7,0.0,104990.44,2022-03-09,2022-05-04,Open,7
402,45,Pharmacy Tech,Healthcare,Contract-to-Hire,"Newark, NJ",High,8,101.72,78.73,2023-12-04,2024-01-22,Open,2
403,5,.NET Developer,IT,Contract,"Houston, TX",Medium,7,64.24,45.3,2023-08-12,2023-10-10,Filled,15
404,26,Financial Analyst,Finance,Contract-to-Hire,"San Jose, CA",Low,2,75.31,54.14,2023-07-02,2023-08-01,Closed,2
405,5,Compliance Officer,Finance,Contract,"Minneapolis, MN",High,5,124.24,85.8,2022-11-05,2023-02-20,Filled,13
406,43,RN - ICU,Healthcare,Contract,"Los Angeles, CA",Low,5,87.92,64.48,2024-02-04,2024-04-24,Open,10
407,47,Risk Analyst,Finance,Contract,"Columbus, OH",High,1,126.59,86.22,2022-05-25,2022-07-09,Closed,20
408,35,RN - ICU,Healthcare,Permanent,"Atlanta, GA",High,7,0.0,136023.45,2022-08-04,2022-10-17,Closed,5
409,12,Salesforce Developer,IT,Contract,"San Jose, CA",Low,1,99.35,70.07,2022-07-05,2022-10-28,Closed,15
410,36,Financial Analyst,Finance,Contract,"San Jose, CA",Medium,6,73.25,50.3,2022-07-22,2022-11-03,Open,5
411,42,Risk Analyst,Finance,Contract,"New York, NY",Medium,6,58.0,43.03,2022-11-22,2023-02-22,Closed,22
412,45,React Developer,IT,Permanent,"Detroit, MI",Medium,3,0.0,76429.62,2023-01-09,2023-03-20,Open,11
413,15,Network Engineer,IT,Contract-to-Hire,"Minneapolis, MN",Medium,8,72.13,51.64,2024-01-21,2024-04-02,Filled,12
414,20,Credit Analyst,Finance,Contract-to-Hire,"Phoenix, AZ",High,9,94.13,65.66,2022-03-25,2022-05-29,Open,9
415,41,Accounting Manager,Finance,Contract,"Miami, FL",Low,10,108.19,83.22,2023-10-09,2023-11-11,Filled,25
416,14,Clinical Data Manager,Pharma,Contract,"Columbus, OH",High,6,94.13,69.12,2023-04-29,2023-08-20,Filled,8
417,50,Telecom Engineer,Telecom,Permanent,"Atlanta, GA",Low,9,0.0,119992.01,2022-05-18,2022-08-15,Open,13
418,33,Business Analyst,IT,Contract,"Phoenix, AZ",Low,3,103.01,78.78,2023-12-02,2024-01-22,Filled,6
419,37,Salesforce Developer,IT,Permanent,"Los Angeles, CA",Medium,1,0.0,114456.0,2024-01-24,2024-04-24,Open,25
420,15,Physical Therapist,Healthcare,Contract,"Minneapolis, MN",Medium,7,71.15,50.05,2022-07-31,2022-11-04,Filled,15
