activity_id,recruiter_id,activity_date,calls_made,emails_sent,submissions,interviews_scheduled,placements
663,2,2022-05-23,42,65,1,2,2
664,2,2023-06-19,35,46,3,5,2
665,2,2024-04-22,24,47,6,1,0
666,2,2022-12-26,32,34,0,3,2
667,2,2022-08-08,37,58,3,5,0
668,2,2023-09-11,17,40,4,0,1
669,2,2023-12-25,27,58,1,4,2
670,2,2023-05-01,30,56,8,4,0
671,2,2022-06-27,35,56,4,4,1
672,2,2023-08-14,13,70,6,0,1
673,2,2022-03-07,10,61,8,5,0
674,2,2023-11-06,14,43,3,1,0
675,2,2023-06-26,39,58,3,3,1
676,2,2024-05-20,40,46,8,2,1
677,2,2023-05-15,12,27,6,0,2
678,2,2024-05-06,35,62,6,4,2
679,2,2024-05-27,45,69,7,0,1
680,2,2023-10-23,20,57,0,3,2
681,2,2022-10-10,25,54,7,5,1
682,2,2023-04-10,40,32,6,2,0
683,2,2022-12-12,26,50,5,4,0
684,2,2024-04-08,37,39,3,0,2
685,2,2022-11-21,12,64,0,1,0
686,2,2022-07-18,25,50,4,5,0
687,2,2022-10-24,24,60,7,5,0
688,2,2022-01-10,14,40,7,1,0
689,2,2022-08-22,36,69,2,3,1
690,2,2022-05-30,10,46,2,2,2
691,2,2022-06-13,28,40,2,0,1
692,2,2024-04-08,26,43,0,0,2
693,2,2022-10-17,20,28,7,5,0
694,2,2022-03-21,12,37,3,3,2
695,2,2022-10-17,40,60,0,5,1
696,2,2023-06-26,39,39,3,5,2
697,2,2024-01-08,40,63,6,5,0
698,2,2022-11-28,35,54,5,3,2
699,2,2022-08-08,14,40,2,4,2
700,2,2024-01-01,31,28,6,4,0
701,2,2024-02-12,23,23,0,0,2
702,2,2023-06-26,27,59,4,2,1
703,2,2023-05-22,19,29,4,0,1
704,2,2024-03-25,24,57,5,2,2
705,2,2024-03-04,12,41,5,3,0
706,2,2023-11-13,40,70,8,4,1
707,2,2023-07-24,33,58,2,0,2
708,2,2023-08-14,18,33,3,4,1
709,2,2022-06-27,17,54,8,2,1
710,2,2022-09-19,27,34,1,0,0
711,2,2022-06-20,16,68,6,5,2
712,2,2024-01-01,25,53,0,5,2
713,2,2023-06-26,14,39,2,1,1
714,2,2022-09-12,26,32,2,1,0
715,2,2022-05-02,25,22,8,5,1
716,2,2023-07-10,18,37,7,1,0
717,2,2023-03-20,27,43,0,3,2
718,2,2022-08-08,16,50,4,3,2
719,2,2023-10-30,34,40,3,1,2
720,2,2022-01-17,45,22,8,4,2
721,2,2024-06-10,21,52,3,0,0
722,2,2023-08-14,25,46,6,0,0
723,2,2023-05-01,35,57,8,1,2
724,2,2023-09-25,40,52,3,3,2
725,2,2022-04-25,33,52,3,5,1
726,2,2024-03-18,45,68,0,4,0
727,2,2023-07-03,16,58,3,2,0
728,2,2023-07-17,20,23,5,0,2
729,2,2024-02-05,27,70,6,0,0
730,2,2024-05-20,39,46,2,3,1
731,2,2022-07-18,34,43,7,0,2
732,2,2022-10-10,21,37,3,0,0
733,2,2023-08-07,19,59,2,1,0
734,2,2024-06-17,16,39,5,1,0
735,2,2024-06-03,42,67,5,2,0
736,2,2024-03-25,29,59,3,2,1
737,2,2023-05-22,18,62,7,3,1
738,2,2022-03-07,23,36,7,0,1
739,2,2024-03-11,37,66,0,5,0
740,2,2022-10-24,13,39,2,3,0
741,2,2023-01-09,40,68,3,2,2
742,2,2022-10-24,25,55,4,0,1
743,2,2022-01-24,24,57,5,2,0
744,2,2022-06-27,32,65,0,4,0
745,2,2023-05-29,40,36,3,0,0
746,2,2023-07-31,35,63,3,4,1
747,3,2023-05-01,24,44,5,2,1
748,3,2023-04-10,32,53,4,1,1
749,3,2022-01-10,37,29,0,4,1
750,3,2024-02-05,24,28,7,2,2
751,3,2023-04-24,19,70,5,0,1
752,3,2022-05-09,25,36,1,3,0
753,3,2022-02-14,24,40,0,0,2
754,3,2022-03-28,43,32,6,0,2
755,3,2023-10-16,33,64,0,2,2
756,3,2022-11-28,25,41,7,1,2
757,3,2022-06-27,37,56,6,4,1
758,3,2023-10-09,20,50,4,3,1
759,3,2022-11-07,45,39,8,3,2
760,3,2022-11-21,36,25,1,1,2
761,3,2023-12-04,40,59,4,1,0
762,3,2023-10-09,33,40,8,4,1
763,3,2024-03-04,29,20,4,4,0
764,3,2024-05-06,35,23,3,2,1
765,3,2024-02-26,43,33,8,3,0
766,3,2022-01-10,40,47,0,1,1
767,3,2024-04-22,22,66,5,0,1
768,3,2024-01-29,27,25,3,0,1
769,3,2024-04-15,14,24,1,4,1
770,3,2022-12-19,30,64,1,2,2
771,3,2023-08-07,35,34,2,4,0
772,3,2023-12-11,27,44,3,5,1
773,3,2023-02-06,18,25,3,0,1
774,3,2023-04-10,33,67,7,4,0
775,3,2022-11-28,35,31,7,2,2
776,3,2024-06-24,44,49,6,0,2
777,3,2022-11-14,24,26,5,3,0
778,3,2022-03-14,16,36,7,2,1
779,3,2023-12-04,28,57,2,2,1
780,3,2023-07-10,12,60,3,3,1
781,3,2024-06-17,17,37,2,0,2
782,3,2024-04-15,33,60,6,3,0
783,3,2022-04-04,45,43,2,3,1
784,3,2023-12-04,28,33,1,5,1
785,3,2022-05-30,37,57,8,0,0
786,3,2024-01-01,37,43,8,2,1
787,3,2023-06-26,43,36,3,2,2
788,3,2022-02-07,44,41,8,0,2
789,3,2022-10-17,40,27,2,1,1
790,3,2022-06-20,11,56,8,2,2
791,3,2024-01-29,15,35,3,1,2
792,3,2023-06-19,26,56,3,1,0
793,3,2022-12-26,12,47,0,4,0
794,3,2024-02-26,15,58,6,2,2
795,3,2023-03-06,33,66,4,3,2
796,3,2023-02-06,25,70,8,1,0
797,3,2023-05-08,16,61,3,3,0
798,3,2023-02-06,14,56,8,5,0
799,3,2024-05-13,13,60,4,0,1
800,3,2022-01-03,13,70,7,3,2
801,3,2022-04-11,44,44,0,1,2
802,3,2023-01-23,45,32,3,3,1
803,3,2024-03-11,14,35,6,3,2
804,3,2022-01-31,17,40,0,4,0
805,3,2022-12-05,21,27,4,1,2
806,3,2022-04-18,15,64,0,3,1
807,3,2024-06-10,24,67,5,3,2
808,3,2022-12-05,38,37,8,3,1
809,3,2022-01-10,31,62,8,2,2
810,3,2022-04-04,20,42,8,5,0
811,3,2023-02-20,23,61,7,3,0
812,3,2024-03-18,16,37,0,1,0
813,3,2024-02-26,23,55,2,4,2
814,3,2024-02-26,36,63,1,1,1
815,3,2022-02-28,18,26,6,5,1
816,3,2023-06-19,33,24,1,3,2
817,3,2022-02-14,20,69,8,0,2
818,3,2024-06-10,12,56,5,3,1
819,3,2023-02-27,29,23,4,1,1
820,3,2023-02-27,28,61,3,0,0
821,3,2023-11-27,28,49,5,5,1
822,3,2023-04-24,16,33,1,1,0
823,3,2024-03-11,11,23,0,4,0
824,3,2022-02-28,10,51,4,5,2
825,3,2022-04-18,29,22,7,3,2
826,3,2022-01-03,35,28,1,3,1
827,3,2023-09-11,33,27,7,2,1
828,3,2022-11-07,42,61,4,3,1
829,3,2023-04-10,15,64,7,3,0
830,3,2022-10-03,32,30,2,2,0
831,3,2024-03-11,44,57,1,1,1
832,3,2022-08-29,14,70,3,1,2
833,3,2022-08-01,13,21,5,2,0
834,3,2023-12-04,35,37,1,1,1
835,3,2022-02-28,25,32,3,2,1
836,3,2024-06-10,44,54,0,1,2
837,3,2022-01-03,34,59,2,4,0
838,3,2022-01-03,11,45,5,2,1
839,3,2022-07-11,14,20,7,5,1
840,3,2022-11-21,14,42,4,4,0
841,3,2022-04-11,15,50,4,5,2
842,3,2022-04-11,35,53,4,0,2
843,3,2022-12-19,30,30,6,2,0
844,3,2022-11-14,12,40,5,1,2
845,3,2022-12-12,32,23,3,0,0
846,3,2023-09-25,37,40,1,5,1
847,3,2023-02-06,18,40,7,1,2
848,3,2022-11-07,23,65,6,5,2
849,3,2023-07-10,27,57,7,5,1
850,3,2023-02-27,31,31,4,5,2
851,3,2023-03-27,10,34,4,5,1
852,3,2024-01-01,23,50,5,4,0
853,3,2023-06-19,35,52,3,5,1
854,3,2023-04-17,19,20,5,1,1
855,3,2024-04-15,17,24,8,1,2
856,3,2024-03-18,12,60,1,0,1
857,3,2022-08-08,39,29,4,0,2
858,3,2022-01-17,38,49,4,3,1
859,3,2024-05-20,16,27,7,3,0
860,3,2023-01-09,24,39,4,4,2
861,3,2022-05-16,23,42,1,5,2
862,3,2022-02-14,24,37,7,1,0
863,3,2023-06-12,10,22,2,4,0
864,3,2023-03-27,20,38,0,2,0
865,3,2024-03-25,36,37,7,5,1
866,3,2022-06-06,28,31,0,1,1
867,3,2022-02-14,20,30,5,2,0
868,3,2022-09-12,41,56,5,2,2
869,3,2023-12-11,41,65,1,3,1
870,3,2022-10-17,36,54,7,4,2
871,3,2022-05-23,38,70,7,4,2
872,3,2022-01-03,14,34,4,0,0
873,3,2023-09-25,30,54,2,2,0
874,3,2022-06-27,16,30,2,4,1
875,3,2022-01-03,30,21,5,4,2
876,3,2024-05-13,17,33,1,2,0
877,3,2023-09-11,38,59,2,4,2
878,3,2023-05-22,29,38,8,1,0
879,3,2023-12-25,24,48,7,2,1
880,3,2023-10-09,19,62,5,3,0
881,3,2022-07-11,26,54,1,3,0
882,3,2023-11-06,41,27,1,1,1
883,3,2023-12-04,32,36,4,4,0
884,3,2024-02-12,41,32,0,0,0
885,3,2022-07-04,28,53,7,3,1
886,3,2022-05-09,40,22,5,1,1
887,3,2024-02-12,35,35,2,2,0
888,3,2023-05-08,33,26,1,4,1
889,3,2023-04-17,15,45,5,0,0
890,3,2023-12-11,45,65,3,5,1
891,3,2022-03-21,30,36,0,0,1
892,3,2024-01-15,27,35,3,0,0
893,3,2023-01-30,12,32,6,4,0
894,3,2024-04-08,42,59,1,2,2
895,3,2022-11-14,31,68,8,0,0
896,3,2023-10-16,41,52,5,4,1
897,3,2022-01-17,32,56,7,0,1
898,3,2023-07-17,31,30,6,0,1
899,3,2023-09-18,31,21,5,4,0
900,3,2022-05-30,17,67,5,1,2
901,3,2024-04-01,22,35,1,0,2
902,3,2022-11-28,37,20,0,4,0
903,3,2022-06-13,35,28,8,5,1
904,3,2023-09-25,13,61,0,5,0
905,3,2022-08-29,10,48,4,5,1
906,3,2023-03-27,31,39,6,4,0
907,3,2023-06-05,18,51,5,0,2
908,3,2023-11-06,10,59,6,2,1
909,3,2023-07-10,32,20,6,4,0
910,3,2023-01-09,36,53,5,3,1
911,3,2023-09-18,18,37,3,3,1
912,3,2024-03-18,31,44,5,5,0
913,3,2023-07-31,35,67,0,0,1
914,3,2022-06-13,20,67,1,3,0
915,3,2022-06-20,36,31,3,3,0
916,3,2023-03-27,33,59,1,4,0
917,3,2022-07-11,18,44,6,0,2
918,3,2024-03-25,22,54,6,5,1
919,3,2022-03-21,18,52,4,5,1
920,3,2023-03-27,38,22,8,5,0
921,3,2023-05-29,20,56,6,3,2
922,3,2024-01-01,36,29,2,5,2
923,3,2024-02-12,34,30,5,3,1
924,3,2023-01-16,20,46,5,5,0
925,3,2024-01-22,16,63,6,2,2
926,3,2023-06-26,39,41,0,0,0
927,3,2022-07-04,29,39,5,4,0
928,3,2024-01-29,15,42,3,0,2
929,3,2022-08-08,39,40,6,0,0
930,3,2023-10-02,32,59,4,3,1
931,3,2022-01-17,35,44,0,1,0
932,3,2022-03-21,24,63,5,0,1
933,3,2022-07-04,30,41,7,5,1
934,3,2024-03-25,15,43,0,3,0
935,3,2023-04-17,33,40,6,2,2
936,3,2023-01-09,43,30,8,4,0
937,3,2023-01-23,10,37,5,4,2
938,3,2022-01-31,42,68,2,4,2
939,3,2022-10-24,14,51,6,1,1
940,3,2023-01-09,20,36,0,0,2
941,3,2022-03-21,33,50,7,0,2
942,3,2023-04-17,20,37,4,0,1
943,3,2022-05-30,41,65,2,4,2
944,3,2022-04-25,36,49,2,5,0
945,3,2023-05-01,39,70,4,0,0
946,3,2023-01-23,34,31,7,3,2
947,3,2024-06-17,10,37,6,0,0
948,3,2023-04-10,22,41,4,3,2
949,3,2022-08-01,39,51,5,0,0
950,3,2022-10-03,17,23,5,0,0
951,3,2023-04-10,13,54,5,0,0
952,3,2022-12-26,35,59,1,3,2
953,3,2022-05-09,12,31,0,5,0
954,3,2023-01-02,40,53,8,2,1
955,3,2023-07-10,32,21,7,5,2
956,3,2023-01-23,24,33,1,3,2
957,3,2023-08-21,40,46,4,0,1
958,3,2022-03-21,39,22,3,0,1
959,3,2023-03-27,36,66,6,4,1
960,3,2024-03-25,30,65,7,3,0
961,3,2022-02-14,20,56,1,3,0
962,3,2023-07-17,30,61,6,5,2
963,3,2022-10-03,21,63,7,1,1
964,3,2022-10-03,26,49,2,5,2
965,3,2022-05-09,22,30,6,3,0
966,3,2023-03-20,43,38,5,2,1
967,3,2023-09-11,27,32,2,5,0
968,3,2022-01-24,31,38,6,3,0
969,3,2022-05-16,23,54,7,0,1
970,3,2022-03-28,44,52,2,4,2
971,3,2023-01-09,32,60,7,3,1
972,3,2022-05-30,28,21,3,0,2
973,3,2023-05-22,30,46,3,5,2
974,3,2023-05-01,35,47,0,4,0
975,3,2023-04-17,37,33,1,5,1
976,3,2022-07-18,29,30,5,0,1
977,3,2023-11-13,16,28,3,5,1
978,3,2023-02-20,37,60,7,1,0
979,3,2024-05-13,41,25,4,2,2
980,3,2022-02-14,12,69,1,0,1
981,3,2023-07-03,21,37,7,3,2
982,3,2023-01-30,24,20,7,4,0
983,3,2022-12-05,12,50,3,5,2
984,3,2022-02-21,21,67,8,4,1
985,3,2022-05-09,20,31,7,5,0
986,3,2022-06-06,10,55,7,2,0
987,3,2024-05-06,38,30,6,0,2
988,3,2023-01-30,27,20,6,4,2
989,3,2024-02-12,12,60,5,5,0
990,3,2022-03-14,33,69,7,4,1
991,3,2024-01-22,30,65,4,1,1
992,3,2023-02-06,28,46,6,3,2
993,3,2022-01-17,45,47,3,5,0
994,3,2022-03-07,20,21,4,4,2
995,3,2023-07-17,40,47,8,3,1
996,3,2023-02-06,27,49,3,1,2
997,3,2022-03-21,10,32,7,5,2
998,3,2022-11-14,27,69,4,0,0
999,3,2023-09-04,36,27,1,1,0
1000,3,2023-09-25,36,50,5,0,0
1001,3,2023-03-06,15,54,4,1,2
1002,3,2022-06-27,26,57,7,0,0
1003,3,2023-12-04,26,70,6,0,0
1004,3,2023-11-20,23,43,3,2,2
1005,3,2024-04-15,33,63,2,4,1
1006,3,2023-02-27,41,40,3,0,0
1007,3,2023-02-27,25,65,6,1,2
1008,3,2023-12-11,12,30,2,5,1
1009,3,2022-09-12,41,46,1,0,0
1010,3,2022-03-28,18,47,0,5,1
1011,3,2022-06-27,40,44,4,5,1
1012,3,2023-12-04,34,43,6,5,1
1013,3,2023-05-01,25,48,1,0,2
1014,3,2022-12-05,39,37,2,2,1
1015,3,2022-06-27,25,40,5,5,2
1016,3,2023-03-20,33,48,1,3,2
1017,3,2024-02-19,27,40,2,4,2
1018,3,2022-12-05,19,65,1,0,2
1019,3,2022-10-10,30,32,3,5,0
1020,3,2022-05-02,36,44,1,0,0
1021,3,2023-10-09,16,21,3,4,0
1022,3,2023-05-29,21,43,8,3,1
1023,3,2024-04-08,12,45,8,0,0
1024,3,2023-07-24,25,57,1,2,2
1025,3,2023-06-19,16,24,1,0,2
1026,3,2023-06-12,17,48,5,4,1
1027,3,2023-04-03,34,28,6,1,2
1028,3,2024-01-08,39,20,2,2,1
1029,3,2023-07-03,44,48,5,4,2
1030,3,2024-04-08,33,50,6,5,2
1031,3,2023-06-26,19,48,1,4,1
1032,3,2022-01-03,26,39,0,0,0
1033,3,2022-05-02,20,49,1,5,0
1034,3,2022-03-28,36,39,8,2,0
1035,3,2023-02-13,27,25,7,3,0
1036,3,2022-01-10,41,32,8,2,0
1037,3,2022-11-14,21,44,0,5,1
1038,3,2022-04-11,36,69,1,0,2
1039,3,2024-01-08,39,39,2,4,0
1040,3,2022-06-13,20,34,6,2,1
1041,3,2023-10-16,10,44,1,1,1
1042,3,2024-05-20,44,55,1,0,1
1043,3,2022-09-12,37,63,1,3,2
1044,3,2022-05-02,13,21,6,1,2
1045,3,2022-04-18,20,68,1,5,2
1046,3,2024-05-27,39,49,2,4,1
1047,3,2023-02-13,30,21,8,5,2
1048,3,2022-12-05,23,46,8,4,2
1049,3,2023-02-13,45,33,5,1,2
1050,3,2022-07-25,19,51,3,0,0
1051,3,2022-11-07,24,40,8,4,2
1052,3,2024-01-29,41,32,4,1,2
1053,3,2023-09-25,45,42,8,0,0
1054,3,2023-05-15,16,57,1,2,2
1055,3,2023-05-15,40,49,6,1,2
1056,3,2023-11-06,44,59,3,4,0
1057,3,2023-11-06,29,33,0,4,0
1058,3,2023-08-28,18,52,6,2,0
1059,3,2023-04-17,14,36,8,1,2
1060,3,2022-07-25,36,60,3,4,1
1061,3,2023-12-11,17,48,5,5,1
1062,3,2024-06-17,22,69,0,1,0
1063,3,2023-04-03,18,38,3,4,1
1064,3,2023-10-30,38,25,7,1,2
1065,3,2024-03-18,37,28,5,0,1
1066,3,2022-06-20,14,62,4,0,0
1067,3,2022-10-10,44,35,6,1,2
1068,3,2022-09-26,44,66,8,0,0
1069,3,2022-08-08,34,51,0,0,2
1070,3,2024-04-01,40,58,6,4,1
1071,3,2024-06-10,14,42,3,3,2
1072,3,2023-09-25,28,38,5,0,1
1073,3,2022-10-17,13,24,4,2,1
1074,3,2023-06-19,16,20,2,5,1
1075,3,2023-04-17,32,64,1,2,1
1076,3,2022-04-18,17,58,8,1,2
1077,3,2022-02-14,10,22,6,5,0
1078,3,2024-02-05,45,40,5,1,1
1079,3,2023-03-27,10,52,3,2,2
1080,3,2022-10-10,39,51,5,0,1
1081,3,2023-08-21,24,43,6,4,1
1082,3,2023-02-13,42,25,3,5,1
1083,3,2024-05-20,31,58,7,1,1
1084,3,2022-06-20,31,66,2,1,1
1085,3,2022-09-19,23,59,2,5,1
1086,3,2022-11-21,29,36,3,0,1
1087,3,2024-04-01,30,22,8,1,0
1088,3,2022-04-04,19,65,6,1,0
1089,3,2022-09-19,11,59,7,3,0
1090,3,2022-12-26,35,56,2,2,0
1091,3,2022-11-07,38,56,1,4,0
1092,3,2024-06-17,30,26,5,5,1
1093,3,2023-11-20,44,60,2,4,0
1094,3,2023-01-09,30,43,5,3,0
1095,3,2024-06-10,10,44,2,4,2
1096,3,2022-03-28,13,50,3,4,1
1097,3,2022-06-20,19,24,5,1,1
1098,3,2023-01-16,41,63,2,4,1
1099,3,2024-04-08,14,29,4,0,0
1100,3,2024-04-29,15,63,4,3,1
1101,3,2024-04-01,15,38,4,5,0
1102,4,2024-02-12,43,45,4,1,0
1103,4,2022-10-24,26,56,0,5,2
1104,4,2023-01-09,23,46,3,0,1
1105,4,2022-02-28,42,29,3,0,0
1106,4,2023-08-07,21,64,8,4,2
1107,4,2022-11-14,34,60,3,4,0
1108,4,2022-04-25,38,54,1,2,0
1109,4,2022-12-12,30,47,7,4,0
1110,4,2023-06-12,33,50,8,5,1
1111,4,2023-02-20,29,70,1,2,2
1112,4,2022-02-28,25,57,0,2,2
1113,4,2024-02-12,19,21,6,0,0
1114,4,2023-08-21,10,66,6,5,1
1115,4,2023-12-04,23,40,4,3,2
1116,4,2022-06-13,22,47,3,5,1
1117,4,2023-12-04,14,59,7,4,2
1118,4,2023-12-18,13,52,3,5,1
1119,4,2022-08-08,25,24,6,0,2
1120,4,2022-03-21,29,22,3,2,1
1121,4,2022-02-21,43,53,6,2,2
1122,4,2022-04-18,36,68,4,2,1
1123,4,2023-03-27,31,69,8,1,1
1124,4,2022-08-15,11,43,7,3,2
1125,4,2022-02-21,11,29,0,4,0
1126,4,2023-05-08,24,32,4,5,1
1127,4,2022-12-26,45,37,2,3,0
1128,4,2023-04-10,11,45,5,3,0
1129,4,2022-07-18,16,25,1,5,2
1130,4,2022-11-14,17,46,5,5,2
1131,4,2022-07-18,26,66,0,5,1
1132,4,2022-08-15,27,42,6,1,2
1133,4,2024-05-06,42,25,6,1,1
1134,4,2023-05-22,36,60,3,1,1
1135,4,2023-05-15,34,45,1,4,2
1136,4,2022-12-19,43,36,7,4,2
1137,4,2022-08-08,14,29,0,3,1
1138,4,2022-01-24,35,41,8,4,1
1139,4,2023-10-02,32,45,2,0,1
1140,4,2022-05-02,28,62,8,0,2
1141,4,2023-04-03,34,58,2,3,0
1142,4,2022-10-31,32,60,6,3,1
1143,4,2023-05-29,41,65,1,1,1
1144,4,2022-06-13,36,36,6,4,1
1145,4,2023-02-27,17,59,1,5,1
1146,4,2022-04-11,40,50,7,4,1
1147,4,2022-02-07,10,48,8,0,1
1148,4,2023-11-27,15,32,5,3,0
1149,4,2023-07-10,22,65,7,1,1
1150,4,2022-11-28,43,49,7,0,2
1151,4,2022-10-03,41,29,4,3,1
1152,4,2024-06-17,45,48,3,4,0
1153,4,2022-10-31,42,27,0,5,1
1154,4,2023-02-06,38,69,3,0,2
1155,4,2022-04-18,14,37,6,0,1
1156,4,2022-11-21,37,67,0,4,0
1157,4,2022-11-28,27,56,4,0,0
1158,4,2022-05-30,17,38,7,4,0
1159,4,2023-05-01,38,33,3,2,1
1160,4,2024-05-20,41,46,3,1,0
1161,4,2024-02-12,15,45,1,2,0
1162,4,2024-05-13,11,35,6,3,0
1163,4,2022-01-03,34,22,2,4,0
1164,4,2022-03-21,33,42,3,1,0
1165,4,2023-04-17,31,27,7,1,0
1166,4,2022-03-21,25,46,5,5,0
1167,4,2023-02-20,27,41,0,4,0
1168,4,2023-08-14,31,22,6,4,2
1169,4,2022-11-07,21,56,6,2,1
1170,4,2024-02-05,16,58,1,2,0
1171,4,2022-02-21,18,26,0,0,2
1172,4,2022-03-28,11,52,7,1,2
1173,4,2023-07-03,13,23,2,4,2
1174,4,2023-02-06,41,64,3,1,0
1175,4,2023-01-30,35,44,8,2,1
1176,4,2022-04-04,11,60,5,2,0
1177,4,2023-05-22,42,36,5,4,2
1178,4,2022-01-24,28,54,3,5,2
1179,4,2022-12-19,32,30,6,4,0
1180,4,2024-03-18,21,34,5,5,1
1181,4,2022-05-23,33,36,5,0,0
1182,4,2022-07-04,34,22,3,0,1
1183,4,2024-03-18,11,46,5,5,2
1184,4,2022-05-16,25,20,1,4,1
1185,4,2024-01-08,22,61,4,2,0
1186,4,2024-03-04,27,69,2,0,1
1187,4,2024-04-15,24,63,3,1,2
1188,4,2023-05-08,30,35,2,3,2
1189,4,2023-10-16,33,53,6,2,1
1190,4,2024-02-19,14,54,5,4,1
1191,4,2024-01-01,38,37,3,3,0
1192,4,2022-11-07,13,60,1,0,0
1193,4,2022-07-11,44,58,5,2,2
1194,4,2022-06-06,39,52,8,1,1
1195,4,2024-06-03,33,37,5,5,1
1196,4,2023-10-09,27,56,7,2,1
1197,4,2023-01-09,40,46,5,3,0
1198,4,2022-09-05,26,67,3,4,1
1199,4,2024-02-05,36,51,7,0,1
1200,4,2023-12-18,14,22,3,5,2
1201,4,2023-10-02,34,49,1,5,0
1202,4,2022-08-29,30,48,2,1,1
1203,4,2022-08-15,43,44,6,0,1
1204,4,2023-08-21,29,51,3,5,2
1205,4,2022-06-20,14,37,7,0,1
1206,4,2022-10-10,20,41,4,4,1
1207,4,2022-10-03,25,29,3,4,2
1208,4,2024-04-01,12,53,5,3,0
1209,4,2022-10-03,31,51,4,4,0
1210,4,2024-04-29,19,52,2,0,2
1211,4,2024-01-15,34,63,8,5,0
1212,4,2023-02-06,18,55,3,0,0
1213,4,2023-09-25,27,29,0,0,2
1214,4,2022-04-25,31,64,8,1,2
1215,4,2023-05-29,16,41,3,4,0
1216,4,2022-02-28,29,46,6,0,2
1217,4,2023-03-27,44,35,1,4,1
1218,4,2024-02-26,40,40,7,5,1
1219,4,2022-06-27,42,62,5,0,0
1220,4,2022-02-21,14,24,3,4,2
1221,4,2023-12-18,42,39,0,2,2
1222,4,2023-04-10,17,24,7,5,1
1223,4,2023-03-27,16,44,8,0,0
1224,4,2022-01-31,36,63,4,1,0
1225,4,2023-12-11,18,21,1,1,1
1226,4,2022-10-10,12,43,5,0,1
1227,4,2023-05-01,12,24,6,2,1
1228,4,2022-02-28,14,30,7,0,1
1229,4,2022-11-21,42,69,4,0,1
1230,4,2024-04-22,31,39,8,5,2
1231,4,2024-04-29,42,68,3,4,2
1232,4,2023-08-21,22,31,4,2,1
1233,4,2024-06-10,45,37,0,2,0
1234,4,2024-01-15,27,46,4,2,2
1235,4,2023-10-16,24,40,7,1,2
1236,4,2023-03-06,30,44,6,5,2
1237,4,2023-10-23,16,44,8,4,1
1238,4,2022-02-21,34,46,7,0,2
1239,4,2022-10-31,18,54,8,1,0
1240,4,2022-01-31,10,40,0,2,1
1241,4,2022-01-03,23,45,0,2,2
1242,4,2022-12-26,45,52,6,2,1
1243,4,2023-02-27,19,51,6,3,2
1244,4,2023-03-20,10,52,1,2,0
1245,4,2024-05-13,14,24,5,0,1
1246,4,2023-04-10,25,28,4,5,2
1247,4,2023-05-01,38,39,5,0,1
1248,4,2024-01-01,33,69,2,5,1
1249,4,2022-09-05,30,52,0,1,2
1250,4,2022-05-30,11,33,3,5,0
1251,4,2022-11-07,35,54,5,3,1
1252,4,2023-11-13,45,37,7,0,1
1253,4,2023-05-01,29,37,0,5,0
1254,4,2022-06-20,31,69,2,4,1
1255,4,2022-08-08,44,58,7,3,1
1256,4,2023-04-03,31,51,0,4,1
1257,4,2024-04-15,23,32,0,0,2
1258,4,2023-08-28,20,55,5,5,2
1259,4,2022-08-29,30,54,6,4,2
1260,4,2022-04-11,33,57,8,2,1
1261,4,2024-01-15,20,33,0,0,2
1262,4,2023-05-08,45,44,7,5,1
1263,4,2022-06-27,42,63,6,4,0
1264,4,2024-03-25,13,29,7,2,1
1265,4,2023-09-18,11,44,5,0,0
1266,4,2023-01-30,25,69,3,3,1
1267,4,2023-12-11,14,38,5,1,2
1268,4,2023-01-02,15,70,3,3,0
1269,4,2023-10-30,29,38,2,3,2
1270,4,2024-06-24,26,20,2,3,2
1271,4,2022-11-07,36,55,1,1,1
1272,4,2022-01-03,26,56,0,3,1
1273,4,2022-07-25,11,35,1,5,1
1274,4,2023-05-22,31,28,3,5,2
1275,4,2023-09-18,28,30,7,3,1
1276,4,2022-03-14,25,33,7,4,0
1277,4,2023-04-24,19,35,2,2,0
1278,4,2022-10-03,20,54,5,2,1
1279,4,2023-03-06,32,30,1,4,2
1280,4,2023-07-17,19,70,7,1,0
1281,4,2022-03-21,13,51,2,1,0
1282,4,2023-05-08,30,59,4,4,1
1283,4,2022-08-15,10,58,3,0,0
1284,4,2023-05-22,21,31,0,5,2
1285,4,2023-04-10,41,58,4,4,2
1286,4,2023-02-20,12,22,0,3,1
1287,4,2023-04-24,22,67,0,4,2
1288,4,2022-03-21,25,39,4,1,0
1289,4,2023-05-15,37,32,2,1,1
1290,4,2022-02-28,30,66,8,0,0
1291,4,2023-03-27,40,22,8,0,0
1292,4,2022-07-11,19,53,1,2,1
1293,4,2023-11-20,17,54,6,0,0
1294,4,2024-05-06,35,67,3,2,0
1295,4,2024-05-20,43,43,1,3,2
1296,4,2022-03-28,15,31,6,4,2
1297,4,2022-10-24,45,61,7,1,0
1298,4,2022-08-22,39,49,6,4,1
1299,4,2023-12-04,24,32,7,4,1
1300,4,2022-02-28,22,38,0,3,1
1301,4,2022-01-24,45,27,6,2,2
1302,4,2023-07-10,28,53,1,3,0
1303,4,2022-12-12,14,43,8,2,0
1304,4,2023-08-21,31,30,0,4,1
1305,4,2023-11-06,33,64,3,5,2
1306,4,2023-06-26,16,23,2,5,2
1307,4,2024-06-03,14,28,1,1,2
1308,4,2024-05-06,40,59,5,0,2
1309,4,2022-06-13,28,51,7,1,2
1310,4,2023-12-25,14,21,5,4,1
1311,4,2023-09-18,32,47,7,0,0
